timestamp,course_enrolled,hear_ccm_website,hear_social_media,hear_community_event,hear_family_friend,hear_current_student,hear_alumni,hear_hs_teacher,hear_hs_counselor,hear_inapp_ad,hear_employer,hear_billboard,hear_tv,hear_radio,hear_other,event_open_house,event_instant_decision_day,event_oncampus_info_session,event_titans_tuesday_virtual,event_women_who_dare,event_college_fair,event_hs_sharetime_session,event_challenger_program,event_cybersecurity_program,event_hs_info_session,event_hs_campus_visit,event_individual_campus_visit,event_workforce_class,event_corporate_training,event_teens_arts,event_ccm_summer_camp,impact_hs_computing_class,impact_hs_computing_club,impact_ap_computing_class,impact_dual_enrollment,degree_program,motivation_job,motivation_transfer_bachelors,motivation_transfer_hs,motivation_career_advancement,motivation_career_change,motivation_professional_dev,motivation_job_displacement,motivation_relocation,motivation_keep_current,motivation_certifications,motivation_financial,motivation_enrichment,info_hs_counselor,info_hs_teacher,info_ccm_website,info_ccm_admissions,info_ccm_advisor,info_employer,info_ccm_workforce_development,info_nj_workforce_development,info.other,gender,age
2024/09/13 8:27:54 AM AST,CMP 120 Foundations of Information Security,Don't recall,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Man,18 and younger
2024/09/13 8:28:23 AM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Some Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Man,18 and younger
2024/09/13 8:28:33 AM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Man,18 and younger
2024/09/13 8:28:49 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Woman,18 and younger
2024/09/13 8:30:03 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Some Impact,Information Security Certificate of Achievement,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Man,18 and younger
2024/09/13 8:31:04 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Man,18 and younger
2024/09/13 8:31:34 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,Don't recall,No,Yes,No,Don't recall,No,Yes,No,Don't recall,No,Yes,No,Yes,No,Not Sure,No,Yes,No,Not Sure,No,Yes,No,Not Sure,No,Yes,No,Not Sure,No,No Impact,Some Impact,Some Impact,No Impact,Information Security Certificate of Achievement,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Don't recall,No,Yes,No,Don't recall,No,Yes,Man,65+
2024/09/13 8:35:26 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Woman,18 and younger
2024/09/13 11:57:44 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,Don't recall,Don't recall,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Man,19-20
2024/09/13 11:58:18 AM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Some Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Man,19-20
2024/09/13 11:58:25 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Business Administration ,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,21-24
2024/09/13 11:58:49 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't recall,No,No,No,No,No,Man,25-34
2024/09/13 11:58:53 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Sure,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Man,25-34
2024/09/13 11:59:02 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,High Impact,No Impact,data science,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,19-20
2024/09/13 11:59:09 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,,Data Analytics Certificate of Achievement,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Don't recall,Yes,No,No,No,No,Yes,Woman,35-64
2024/09/13 11:59:13 AM AST,CMP 131 Fundamentals of Programming (Python),Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Man,19-20
2024/09/13 11:59:21 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Don't recall,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,Computer Science (Data Science Option),,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/13 11:59:40 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Man,35-64
2024/09/13 11:59:56 AM AST,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Don't recall,No,No,No,No,Man,18 and younger
2024/09/13 12:00:22 PM AST,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Man,19-20
2024/09/13 12:01:16 PM AST,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,,High Impact,,CIS Game Development Option,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Man,18 and younger
2024/09/13 12:01:27 PM AST,CMP 131 Fundamentals of Programming (Python),No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,Communications,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,19-20
2024/09/13 12:01:30 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,,,MET,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,25-34
2024/09/13 12:01:40 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,,,,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Don't recall,Man,21-24
2024/09/13 12:04:49 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Data science,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/13 12:04:51 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Data science,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/13 12:04:55 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Data science,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/13 3:43:58 PM AST,CMP 130 Intro to IT,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Prefer not to say,19-20
2024/09/14 7:27:21 PM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Woman,19-20
2024/09/15 10:47:24 AM AST,CMP 130 Intro to IT,Yes,No,No,Yes,Don't recall,No,Yes,Yes,No,No,No,No,No,Don't recall,Yes,No,Not Sure,No,No,No,No,No,No,Not Sure,Yes,Yes,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,Undecided,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/15 6:57:51 PM AST,CMP 239 Internet & Web Page Design,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Don't recall,No,No,Not Sure,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Don't recall,Woman,21-24
2024/09/15 7:04:13 PM AST,CMP 239 Internet & Web Page Design,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Don't recall,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,Information Technology & Info Security Certificate,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Woman,21-24
2024/09/15 9:42:15 PM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,Engineering Science / Mechanical Engineering Technology,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,35-64
2024/09/16 9:44:01 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,,No Impact,No Impact,Undecided,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/16 9:45:10 AM AST,CMP 128 Computer Science I,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,Mechanical Technology,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,21-24
2024/09/16 9:45:28 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Man,18 and younger
2024/09/16 9:45:40 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Man,21-24
2024/09/16 9:45:52 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Not Sure,No,No,No,No Impact,Some Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Man,18 and younger
2024/09/16 9:46:57 AM AST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Woman,19-20
2024/09/16 9:47:12 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,Mechanical Engineering,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/16 9:48:31 AM AST,CMP 128 Computer Science I,No,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,Mechanical Engineering Tech,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/16 9:48:48 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Man,18 and younger
2024/09/16 9:49:17 AM AST,CMP 128 Computer Science I,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Don't recall,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Associates of Fine Arts Concentration Architecture,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,19-20
2024/09/16 9:49:23 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Not Sure,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,High Impact,,,,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Don't recall,Don't recall,Yes,Yes,No,No,No,No,Man,18 and younger
2024/09/16 9:50:10 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,19-20
2024/09/16 9:50:20 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,Some Impact,,Mechanical Engineering Technology,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/16 9:53:49 AM AST,CMP 128 Computer Science I,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Not Sure,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,High Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Don't recall,No,Yes,Yes,Yes,No,No,No,No,Man,18 and younger
2024/09/16 9:56:07 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,19-20
2024/09/16 9:56:22 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,,Mechanical Engineering Technology,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,18 and younger
2024/09/16 9:58:01 AM AST,CMP 128 Computer Science I,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Man,19-20
2024/09/16 11:01:21 AM AST,CMP 128 Computer Science I,No,No,No,No,No,No,Don't recall,Don't recall,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,,,Mechanical Engineering Technologist,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,21-24
2024/09/16 12:44:50 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Woman,25-34
2024/09/16 12:48:27 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Woman,25-34
2024/09/16 1:46:54 PM AST,CMP 128 Computer Science I,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,Web Development Certificate of Achievement,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Man,19-20
2024/09/16 9:28:34 PM AST,CMP 128 Computer Science I,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Man,35-64
2024/09/16 9:31:32 PM AST,CMP 128 Computer Science I,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Man,35-64
2024/09/17 10:06:33 AM AST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,,,Electrical Engineering w/ biomed option,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,25-34
2024/09/19 10:24:59 PM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,CIS Game Development Option,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Man,19-20
2024/09/19 10:27:44 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,CIS Game Development Option,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Man,19-20
2024/09/21 4:14:33 PM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,"Technical Studies, Applied Associate of Science",Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Man,21-24
2024/09/21 11:25:37 PM AST,CMP 128 Computer Science I,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,Mechanical engineering technology,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,19-20
2024/09/21 11:48:22 PM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Mech e,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,19-20
2024/09/21 11:53:32 PM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,Mech E,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,19-20
2024/09/22 8:09:39 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,Mechanical Engineering,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,21-24
2024/09/22 11:56:05 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,,,,Non Degree seeking,,,,,,,,No Response,No Response,No Response,No Response,No Response,No Response,No Response,,,,No Response,No Response,No Response,,Man,19-20
2024/09/22 3:10:08 PM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,High Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Man,19-20
